period,wave,question_text,answer_text,demo_category,demo_value,percentage,n_size
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,גיל,50+,57.48,361
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,השכלה,נמוכה,41.3,108
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,השכלה,בינונית,44.75,197
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,השכלה,גבוהה,51.31,702
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,הכנסה,מתחת לממוצע,47.6,358
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,הכנסה,ממוצעת,51.75,239
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,הכנסה,מעל לממוצע,50.34,314
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,דת,חילוני,55.04,468
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,דת,מסורתי,45.79,325
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,דת,דתי,41.32,141
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,דת,חרדי,16.67,73
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מחוז,ירושלים,55.42,98
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מחוז,צפון,40.43,102
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מחוז,חיפה,50.48,112
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מחוז,מרכז,49.08,296
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מחוז,תל אביב,55.33,203
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מחוז,דרום,40.3,147
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מחוז,"יו""ש",50,49
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,חיבור,יס,56.44,225
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,חיבור,הוט,51.58,190
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,חיבור,סלקום,45.45,132
